,DATETIMERECEIVEDUTC,DATETIMECOMPLETEDUTC,WORKORDERREFNO,OBJECTID,FACILITYID,INTID,COUNCILDISTRICT,SERVICERECORDID,SERVICECATEGORY,DATETIMERECEIVED,STATUS,DATETIMECOMPLETED,DETAILSUMMARY,LATITUDE,LONGITUDE,IMAGENAME,HYPERLINK,MYSANJOSEREFNO,LASTUPDATETHIRTYDAYS,LASTUPDATE,NOTES,ENTERPRISEID,GlobalID
557,1565219688000,1565291431000,WO-0000251183,558,61296,61296,1,376166,Debris & Illegal Dumping,1565194488000,Closed,1565266231000,1 Refrigerator,37.3117882,-121.95302356,,,190807-000480,1598362819000,1600986109000,fridge dumped illeglly,IWM-ILDM-0000061296,{C3B301A0-3292-44CC-B739-42AE35A5E1DB}
558,1667100371000,1667230911000,WO-0000540997,559,143690,143690,7,1130036,Debris & Illegal Dumping,1667075171000,Closed,1667205711000,"3 Refrigerator , 1 Washer/Dryer, ",37.3273223,-121.8382244,,,221029-000283,1664661750000,1667278952000,These People keep illegal Dumping from this address,IWM-ILDM-0000143690,{AE4A2B4F-884C-490C-BDDF-C7D642ED54F0}
559,1624497430000,1624818840000,WO-0000436297,560,112607,112607,7,754854,Debris & Illegal Dumping,1624472230000,Closed,1624793640000,"1 Mattress , 2 General Debris",37.33033764,-121.84615027,,,210623-000877,1622325702000,1624942922000,Infront of the building next to entrance way,IWM-ILDM-0000112607,{D551154D-F620-490D-948A-8E8E91A4D378}
560,1568670120000,1568670600000,WO-0000263957,561,64141,64141,7,,Debris & Illegal Dumping,1568644920000,Closed,1568645400000,,37.27856,-121.833916,,,,1598362378000,1600986109000,Plc,IWM-ILDM-0000064141,{0E188B3F-9C25-42A1-8F7C-8F5ECD6B0E60}
561,1499458898000,1500309360000,WO-0000040252,562,15546,15546,6,16815,Debris & Illegal Dumping,1499433698000,Closed,1500284160000,,37.34085855,-121.90289676,,,170707-000224,1598362441000,1644606316000,"Couch alongside trail, which is itself dirty and overgrown.",IWM-ILDM-0000015546,{B898244F-3AF7-4C71-9973-16534B3B49B5}
562,1645035184000,1645564980000,WO-0000490202,563,128049,128049,9,932103,Debris & Illegal Dumping,1645006384000,Closed,1645536180000,2 Garbage,37.251868,-121.8955267,,,220216-000203,1642975294000,1645596097000,Junk on meridian ave just past hwy 85 overpass,IWM-ILDM-0000128049,{0955A67C-966E-4803-BB3A-066CF1759ABC}
563,1536098748000,1536348840000,WO-0000152063,564,39744,39744,2,213097,Debris & Illegal Dumping,1536073548000,Closed,1536323640000,,37.24396217,-121.81457531,,,180904-000506,1598363294000,1600986109000,Sitting here more than a week,IWM-ILDM-0000039744,{0B8EA7AB-AB5A-40C0-BD8F-D8BAA72EB59B}
564,1654209933000,1655141400000,WO-0000510413,565,134621,134621,3,1008296,Debris & Illegal Dumping,1654184733000,Closed,1655116200000,5 General Debris,37.31389769,-121.8804153,,,220602-000646,1652565718000,1655182924000,Illegal dumping,IWM-ILDM-0000134621,{119EEE3D-1722-4A67-B59C-5922B78CA975}
565,1539735449000,1539981540000,WO-0000164700,566,42518,42518,9,232770,Debris & Illegal Dumping,1539710249000,Closed,1539956340000,1 Mattress,37.260116,-121.87898789,,,181016-000528,1598363195000,1600986109000,Mattress,IWM-ILDM-0000042518,{B7E66FE0-9C95-4567-9431-4F48EF7F35F0}
566,1556637416000,1556650800000,WO-0000218499,567,54209,54209,3,321556,Debris & Illegal Dumping,1556612216000,Closed,1556625600000,,37.34417979,-121.87373612,,,190430-000065,1598363166000,1600986109000,Dumping along East Santa Clara Street,IWM-ILDM-0000054209,{D3452D8F-4ADF-4329-A108-6C7A7CB01954}
567,1527967486000,1528473960000,WO-0000123281,568,32952,32952,3,168241,Debris & Illegal Dumping,1527942286000,Closed,1528448760000,"1 Couch , 1 Other Furniture",37.33604435,-121.86399065,,,180602-000083,1598363181000,1600986109000,Sofa dumped along parkstrip across from 685 S 22nd,IWM-ILDM-0000032952,{6452CA20-9583-4721-A69E-DCB0AA203E18}
568,1547918280000,1547933417000,WO-0000189265,569,47989,47989,3,,Debris & Illegal Dumping,1547889480000,Closed,1547904617000,,37.3324316,-121.8652227,,,,1598363346000,1600986109000,Trash E. of dog park.,IWM-ILDM-0000047989,{DADDEE70-FD44-4A37-A706-91B9FAFC944B}
569,1603934413000,1604000340000,WO-0000378075,570,95285,95285,2,619107,Debris & Illegal Dumping,1603909213000,Closed,1603975140000,,37.25763986,-121.81841223,,,201028-000446,1601391684000,1604008886000,On Lean Ave. A chair dumped.,IWM-ILDM-0000095285,{DE9DD0A1-4ABD-4C8A-B64E-31DDFD497D25}
570,1502994180000,1502998133000,WO-0000050672,571,17712,17712,5,,Debris & Illegal Dumping,1502968980000,Closed,1502972933000,5 Garbage,37.370378,-121.835769,,,,1598362401000,1600986109000,baby play pen full of  garb next to elementary school,IWM-ILDM-0000017712,{6873445B-1174-4243-816B-8A52CCEB9FF5}
571,1459288800000,1459353000000,WO-0000008769,572,3188,3188,8,,Debris & Illegal Dumping,1459263600000,Closed,1459327800000,,37.318677,-121.76065,,,,1598362730000,1600986109000,part of a car windshield cracked- hood also,IWM-ILDM-0000003188,{833E8DDF-0D82-4A66-BEA5-03EF440C82C3}
572,1614713473000,1614787920000,WO-0000404301,573,102690,102690,5,669144,Debris & Illegal Dumping,1614684673000,Closed,1614759120000,,37.39200623,-121.83503754,,,210302-000302,1612177342000,1614798144000,Penitencia Creek road at Toyon,IWM-ILDM-0000102690,{820BAA1C-1F15-454E-B12B-AEF2EF37BDA1}
573,1517073837000,1517701620000,WO-0000090503,574,25540,25540,3,112318,Debris & Illegal Dumping,1517045037000,Closed,1517672820000,1 Garbage,37.35377121,-121.86327362,,,180127-000034,1598362942000,1600986109000,Black 45 gal trash bag resident from space A puts trash bag outside with no extra trash label just for free pick up from the city,IWM-ILDM-0000025540,{258AEC84-A339-4558-8383-A3A6EFED8FC3}
574,1559673600000,1559673660000,WO-0000229496,575,56762,56762,3,,Debris & Illegal Dumping,1559648400000,Closed,1559648460000,1 Mattress,37.361514,-121.865067,,,,1598363236000,1600986109000,Foam mattress,IWM-ILDM-0000056762,{E96DCCED-6976-4479-AEF4-D78F07CE28FC}
575,1519679730000,1519746960000,WO-0000098645,576,27401,27401,5,126644,Debris & Illegal Dumping,1519650930000,Closed,1519718160000,,37.36504745,-121.82764435,,,180226-000292,1598362525000,1600986109000,Left personal items,IWM-ILDM-0000027401,{71F48EFD-2D2B-4E89-9827-0B7DCE19ED1E}
576,1654610820000,1654662931000,WO-0000511183,577,134879,134879,3,,Debris & Illegal Dumping,1654585620000,Closed,1654637731000,16 General Debris,37.36029,-121.889569,,,,1652032901000,1654650103000,PRIORITY - Illegal dumping in street blocking lane,IWM-ILDM-0000134879,{FD9A9604-DE84-4222-A290-DAED809895E7}
577,1537284658000,1537914180000,WO-0000156252,578,40693,40693,4,219600,Debris & Illegal Dumping,1537259458000,Closed,1537888980000,,37.42167813,-121.86164204,,,180918-000061,1598362411000,1600986109000,One box spring dumped.,IWM-ILDM-0000040693,{D9E2F0CD-6D80-4141-AB77-5550BDD64921}
578,1601319780000,1601477520000,WO-0000370659,579,93225,93225,6,,Debris & Illegal Dumping,1601294580000,Closed,1601452320000,,37.33639,-121.921422,,,,1598911288000,1601528494000,Mattress CS - Morse St.,IWM-ILDM-0000093225,{F05890C0-9193-4D9F-86B8-2D7D4E36C4AA}
579,1548177960000,1548450300000,WO-0000189796,580,48109,48109,2,,Debris & Illegal Dumping,1548149160000,Closed,1548421500000,"2 Garbage , 4 General Debris",37.253765,-121.821866,,,,1598362388000,1600986109000,Vacuum cleaner and tire,IWM-ILDM-0000048109,{41093707-99C7-4261-AEAC-A4A9F94D6D0F}
580,1613690944000,1613752080000,WO-0000401673,581,101788,101788,2,663882,Debris & Illegal Dumping,1613662144000,Closed,1613723280000,,37.25208749,-121.82256382,,,210218-000450,1611140476000,1613761277000,Near sidewalk,IWM-ILDM-0000101788,{ACD5D2F4-B1B2-42C1-ACCC-A10F0B38A4C4}
581,1599169586000,1599585900000,WO-0000365556,582,91715,91715,7,595585,Debris & Illegal Dumping,1599144386000,Closed,1599560700000,4 Construction Debris,37.31235176,-121.82138735,,,200903-000373,1598363353000,1600986109000,someone left rocks on the streets,IWM-ILDM-0000091715,{63B34D0F-6349-4EC6-A635-DEB79F7B5982}
582,1485360600000,1485979200000,WO-0000027424,583,10890,10890,5,,Debris & Illegal Dumping,1485331800000,Closed,1485950400000,1 Couch,37.358191,-121.800194,,,,1598362960000,1600986109000,cs Salmon Creek Ct couch,IWM-ILDM-0000010890,{28BA7E2D-AAC9-4FBD-A81D-B6DACADE903C}
583,1629757244000,1629832140000,WO-0000453221,584,118113,118113,6,805974,Debris & Illegal Dumping,1629732044000,Closed,1629806940000,1 Other Furniture,37.31300557,-121.90505028,,,210823-000923,1627236089000,1629853292000,Entrance to koi creek apartments,IWM-ILDM-0000118113,{AFDCB10D-0897-4001-BF58-E1826911396A}
584,1497277500000,1498305600000,WO-0000037682,585,14707,14707,7,,Debris & Illegal Dumping,1497252300000,Closed,1498280400000,4 General Debris,37.279101,-121.831986,,,,1598362626000,1600986109000,"cs Seven Trees Blvd cart, bag of garb, box",IWM-ILDM-0000014707,{62489381-3320-4280-96FA-F5C8515C0767}
585,1538478780000,1538503440000,WO-0000160395,586,41540,41540,10,,Debris & Illegal Dumping,1538453580000,Closed,1538478240000,,37.22193,-121.86846,,,,1598362958000,1600986109000,Identified issue: Illegal Dump Priority 1;   This pile of debris has been on this route before I took it over 7-1-2018 West bound lane across the street from the library,IWM-ILDM-0000041540,{8295B4BC-2033-4338-80BD-63C09CFBAB0B}
586,1580062220000,1580151840000,WO-0000305581,587,73727,73727,3,469367,Debris & Illegal Dumping,1580033420000,Closed,1580123040000,,37.33944098,-121.86527241,,,200126-000064,1598362762000,1600986109000,Babybealker and bag of trash across the street from 967 e William st,IWM-ILDM-0000073727,{D3F0AD93-38B2-4D7A-81BD-8BA35625C088}
587,1602714300000,1603140240000,WO-0000374806,588,94333,94333,10,,Debris & Illegal Dumping,1602689100000,Closed,1603115040000,,37.235251,-121.84552,,,,1600552868000,1603170080000,Yard waste illegally dumped,IWM-ILDM-0000094333,{013B9394-9585-4CC8-9618-AF463C2FCB95}
588,1522020476000,1522085180000,WO-0000105802,589,28941,28941,6,138580,Debris & Illegal Dumping,1521995276000,Closed,1522059980000,"8 Garbage , 2 Shopping Cart",37.32332611,-121.90023804,,,180325-000131,1598362369000,1600986109000,Misc debris on sidewalk,IWM-ILDM-0000028941,{C461FA32-00FE-41F2-AD78-D11154C911B8}
589,1649529540000,1649530500000,WO-0000500358,590,131161,131161,7,,Debris & Illegal Dumping,1649504340000,Closed,1649505300000,"1 Washer/Dryer, ",37.295965,-121.836845,,,,1646913707000,1649530910000,Junk,IWM-ILDM-0000131161,{D3C23B82-6D01-49BB-A79A-A32E30D98AF1}
590,1532788988000,1532982360000,WO-0000140378,591,36975,36975,2,193999,Debris & Illegal Dumping,1532763788000,Closed,1532957160000,,37.25493957,-121.8023612,,,180728-000034,1598363276000,1600986109000,There’s a filled garbage can next to the bridge on endicott and cottle. Please collect. Thanks,IWM-ILDM-0000036975,{C1D4ECE2-04CC-4B68-BA0B-3326EFCCD325}
591,1559410994000,1559662020000,WO-0000228704,592,56563,56563,3,338681,Debris & Illegal Dumping,1559385794000,Closed,1559636820000,,37.33241944,-121.87785278,,,190601-000070,1598363192000,1600986109000,Mattress on parkstrip,IWM-ILDM-0000056563,{22CE6FD3-8B54-4958-9CD3-E6B22C589A2E}
592,1638309187000,1638469200000,WO-0000474610,593,123889,123889,2,880335,Debris & Illegal Dumping,1638280387000,Closed,1638440400000,"1 Couch , 1 General Debris",37.25058589,-121.81803743,,,211130-000576,1635890479000,1638511281000,Lean Ave by school,IWM-ILDM-0000123889,{CF144EED-531B-4A0F-B11F-F53360A3B9CD}
593,1588290200000,1588700100000,WO-0000334220,594,81405,81405,3,524604,Debris & Illegal Dumping,1588265000000,Closed,1588674900000,1 General Debris,37.33579643,-121.86949924,,,200430-000550,1598362936000,1600986109000,"The illegal dumping is at 501 S 16th St, at the corner of East William",IWM-ILDM-0000081405,{5751A63F-5415-4EFD-9061-7702EA97F617}
594,1615938660000,1615939560000,WO-0000408115,595,103748,103748,3,,Debris & Illegal Dumping,1615913460000,Closed,1615914360000,"1 General Debris , 1 Other Furniture",37.342686,-121.885092,,,,1613325677000,1615942881000,@ 8th St. furniture,IWM-ILDM-0000103748,{68E4C1F7-9A30-4117-89B9-0A40C5594339}
595,1666037002000,1666105200000,WO-0000538245,596,142964,142964,4,1120244,Debris & Illegal Dumping,1666011802000,Closed,1666080000000,"1 Tire , 1 Yard Waste",37.42211069,-121.85950311,,,221017-000517,1663502525000,1666119727000,A tire and palm tree limbs are located between the last two homes on old Piedmont right before the road ends,IWM-ILDM-0000142964,{1D43946B-98D4-41F0-9D23-F76963ED2EE1}
596,1524432860000,1524508020000,WO-0000112773,597,30607,30607,1,150401,Debris & Illegal Dumping,1524407660000,Closed,1524482820000,"1 Couch , 1 Garbage , 2 Universal Waste",37.3143235,-121.9800493,,,180422-000097,1598362846000,1600986109000,Couch,IWM-ILDM-0000030607,{0FB3E619-58BE-4EC3-9E9D-AECF3BE7EBAF}
597,1543023052000,1544632920000,WO-0000175014,598,44664,44664,5,249236,Debris & Illegal Dumping,1542994252000,Closed,1544604120000,1 Mattress,37.34752168,-121.81098215,,,181123-000150,1598363355000,1600986109000,Mattress,IWM-ILDM-0000044664,{E799BF4A-C3C3-46AC-BA28-CEB9D80AD5FA}
598,1575590791000,1575650940000,WO-0000289088,599,69768,69768,8,442480,Debris & Illegal Dumping,1575561991000,Closed,1575622140000,"1 Construction Debris , 1 Garbage , 1 Other Furniture",37.3249388,-121.78798556,,,191205-000457,1598363331000,1600986109000,Desk still here.  Previous request.,IWM-ILDM-0000069768,{CC84922B-7A4E-4CF2-B83D-C0F5DB65BBC7}
599,1638458700000,1638465420000,WO-0000475030,600,124021,124021,8,,Debris & Illegal Dumping,1638429900000,Closed,1638436620000,2 Refrigerator,37.328043,-121.809173,,,,1635937269000,1638558072000,2 mini fridges,IWM-ILDM-0000124021,{90556599-BEC7-43AC-B0F9-01F84EB3854C}
600,1533572158000,1534285920000,WO-0000142965,601,37636,37636,10,198269,Debris & Illegal Dumping,1533546958000,Closed,1534260720000,1 Mattress,37.23333312,-121.83530275,,,180806-000123,1598363122000,1600986109000,Mattress leaning against the fence at Canoas Creek.,IWM-ILDM-0000037636,{3D336BE5-C0FD-4A88-A995-5DBA705EE0E3}
601,1598900340000,1598909307000,WO-0000364799,602,91453,91453,3,,Debris & Illegal Dumping,1598875140000,Closed,1598884107000,"2 Garbage , 2 General Debris",37.340267,-121.870938,,,,1598363241000,1600986109000,"Bicycle, Stroller & trash on sidewalk at S 17th & Arroyo Way",IWM-ILDM-0000091453,{09585DE0-7FAF-465B-A4AA-1CCD1F708CAB}
602,1583506956000,1583943180000,WO-0000320067,603,77103,77103,8,492601,Debris & Illegal Dumping,1583478156000,Closed,1583917980000,1 Other E-waste,37.32354039,-121.82661373,,,200306-000083,1598363183000,1600986109000,"Between 2358 amd 2366 S King Rd, some type of appliance in grass area between curb and sidewalk",IWM-ILDM-0000077103,{711977F3-958A-4142-8B28-112E5759FA58}
603,1574788663000,1574874240000,WO-0000286172,604,69196,69196,2,437937,Debris & Illegal Dumping,1574759863000,Closed,1574845440000,,37.2062205,-121.7287358,,,191126-000113,1598362823000,1600986109000,Anonymous Complaint reported - Abandoned washing machine on road side.,IWM-ILDM-0000069196,{ABF21AAD-5860-4F7F-BE27-5734417C8326}
604,1638836218000,1638983280000,WO-0000475947,605,124300,124300,7,884754,Debris & Illegal Dumping,1638807418000,Closed,1638954480000,,37.3121772,-121.8702745,,,211206-000741,1636408891000,1639029695000,tree branches truck load throwing on street.,IWM-ILDM-0000124300,{326D1AB3-3734-4F90-953F-B7A46567C6C9}
605,1514996820000,1515867060000,WO-0000083822,606,24100,24100,4,,Debris & Illegal Dumping,1514968020000,Closed,1515838260000,"1 Garbage , 2 Other Furniture , 1 TV Set , 1 Universal Waste",37.408995,-121.854415,,,,1598363318000,1600986109000,chair- small house appliances,IWM-ILDM-0000024100,{A66A54C3-EE8B-4D6C-AAE1-1A0899296CC8}
606,1665166320000,1665180000000,WO-0000536563,607,142375,142375,10,,Debris & Illegal Dumping,1665141120000,Closed,1665154800000,1 General Debris,37.226715,-121.829506,,,,1662933723000,1665550925000,Junk,IWM-ILDM-0000142375,{43104849-F6DE-49FA-A418-ED42A6AF5CB0}
607,1588613812000,1588784220000,WO-0000334938,608,81648,81648,1,526237,Debris & Illegal Dumping,1588588612000,Closed,1588759020000,,37.3158783,-121.9590674,,,200504-000261,1598362811000,1600986109000,Left on side of street over 3 weeks,IWM-ILDM-0000081648,{6F0A6B50-8929-407A-9301-9D6F8B6DDE4C}
608,1610649300000,1610649360000,WO-0000393645,609,99420,99420,9,,Debris & Illegal Dumping,1610620500000,Closed,1610620560000,"4 Mattress , 2 General Debris , 2 Other Furniture",37.27998183,-121.87143445,,,,1608030072000,1644606316000,Mattresses furniture,IWM-ILDM-0000099420,{FB1DF4B2-F856-4B31-AB65-280B4EE91F7F}
609,1520282925000,1568314800000,WO-0000100488,610,27786,27786,3,129581,Debris & Illegal Dumping,1520254125000,Closed,1568289600000,,37.34263221,-121.89555038,,,180305-000318,1598362369000,1600986109000,Dumping and trash on the sidewalk in front of the gate at Ryland Park on the N 1st St side.,IWM-ILDM-0000027786,{0E14647E-0CFC-496A-8292-9E93847E86E5}
610,1612559039000,1612897080000,WO-0000398865,611,100862,100862,1,658137,Debris & Illegal Dumping,1612530239000,Closed,1612868280000,"1 Mattress , 1 General Debris , 1 Other Furniture , 1 TV Set",37.30474596,-121.9695872,,,210205-000275,1610316079000,1612936886000,On corner of Rhoda and Topaz,IWM-ILDM-0000100862,{168825B6-2E02-414E-9E04-97AC409F9951}
611,1510872660000,1511195700000,WO-0000074548,612,22120,22120,3,,Debris & Illegal Dumping,1510843860000,Closed,1511166900000,,37.341422,-121.88734,,,,1598362769000,1600986109000,couch on or near sidewalk up against chain link fence. Not blocking sidewalk.,IWM-ILDM-0000022120,{08654BBD-5D88-4681-8433-EC6538613A60}
612,1556921799000,1556981220000,WO-0000219805,613,54482,54482,3,323863,Debris & Illegal Dumping,1556896599000,Closed,1556956020000,1 Other Furniture,37.34492505,-121.87622823,,,190503-000464,1598363232000,1600986109000,Chair,IWM-ILDM-0000054482,{37777C86-B98B-4842-AABD-840869FFAD1C}
613,1606956578000,1607028600000,WO-0000385633,614,97256,97256,5,632249,Debris & Illegal Dumping,1606927778000,Closed,1606999800000,2 Garbage,37.3904105,-121.8408044,,,201202-000401,1604412062000,1607032864000,Two big bag of garbage,IWM-ILDM-0000097256,{3290BFE0-543C-4ABD-B6EC-10C3B9D253DF}
614,1663386633000,1663854720000,WO-0000532040,615,141044,141044,5,1097097,Debris & Illegal Dumping,1663361433000,Closed,1663829520000,"1 Washer/Dryer, ",37.3521555,-121.8051237,,,220916-000847,1661292104000,1663909307000,Mt rainier,IWM-ILDM-0000141044,{9EDD1DE1-230B-4518-97FE-54C7E563FFFD}
615,1662142620000,1662145620000,WO-0000529305,616,140359,140359,4,,Debris & Illegal Dumping,1662117420000,Closed,1662120420000,2 Garbage,37.431911,-121.969558,,,,1659549708000,1662166910000,Box of garbage and scrap wood,IWM-ILDM-0000140359,{21F80B47-292E-4D12-92A9-FF40CEF595C8}
616,1558405157000,1558814100000,WO-0000225019,617,55705,55705,7,332564,Debris & Illegal Dumping,1558379957000,Closed,1558788900000,"1 Construction Debris , 3 E-waste, 18 Garbage , 1 General Debris , 5 Other E-waste , 1 Shopping Cart , 2 Tire",37.29626317,-121.84983294,,,190520-000677,1598362438000,1600986109000,Trash that has been dumped alongside The Back Fence of the fairgrounds,IWM-ILDM-0000055705,{813237A9-1A49-4CFF-8A1D-CFC9A4970ED6}
617,1650893940000,1650894900000,WO-0000503088,618,132135,132135,9,,Debris & Illegal Dumping,1650868740000,Closed,1650869700000,"3 Garbage , 1 Shopping Cart",37.27386,-121.902729,,,,1648296079000,1650913282000,@ Wawona Dr Shopping cart with garbage debris,IWM-ILDM-0000132135,{D820EA38-7835-43E9-8118-5B55AAFCDAC0}
618,1624498799000,1624997700000,WO-0000436311,619,112615,112615,2,754879,Debris & Illegal Dumping,1624473599000,Closed,1624972500000,,37.267354,-121.8097958,,,210623-000902,1622412137000,1625029350000,Roeder Ct,IWM-ILDM-0000112615,{5DE0A8C7-A27B-4518-B7EB-688CE3786BC1}
619,1548878690000,1549655460000,WO-0000192285,620,48685,48685,3,277098,Debris & Illegal Dumping,1548849890000,Closed,1549626660000,1 General Debris,37.34108352,-121.86785873,,,190130-000304,1598362720000,1600986109000,Illegal container,IWM-ILDM-0000048685,{AC89F471-862A-46E6-BD20-8D65372746F5}
620,1487370660000,1489514821000,WO-0000029349,621,11573,11573,10,,Debris & Illegal Dumping,1487341860000,Closed,1489489621000,,37.242055,-121.83973,,,,1598363273000,1600986109000,shopping cart,IWM-ILDM-0000011573,{D73F9A57-F925-4B7D-9104-4958780F0E6C}
621,1528574040000,1528749954000,WO-0000125522,622,33504,33504,1,,Debris & Illegal Dumping,1528548840000,Closed,1528724754000,8 Yard Waste,37.2996928,-122.0070227,,,,1598363092000,1600986109000,Tree down / Pablo Estrada,IWM-ILDM-0000033504,{0B6788DD-8F7B-435A-8EB3-91461B0A3805}
622,1559919720000,1560015960000,WO-0000230614,623,56963,56963,9,,Debris & Illegal Dumping,1559894520000,Closed,1559990760000,2 Shopping Cart,37.258747,-121.890969,,,,1598363286000,1600986109000,2 shopping carts were left in front of my house,IWM-ILDM-0000056963,{6A1496A0-3333-4A3E-B33E-5B6DC85ACB31}
623,1513636127000,1514478060000,WO-0000081059,624,23530,23530,3,94401,Debris & Illegal Dumping,1513607327000,Closed,1514449260000,1 Couch,37.35316849,-121.86158752,,,171218-000499,1598363327000,1600986109000,Dirty old couch been there since October 31st,IWM-ILDM-0000023530,{06EA9505-2D71-45A9-99B7-F574EEF3B528}
624,1554164636000,1554476280000,WO-0000210110,625,52226,52226,6,307375,Debris & Illegal Dumping,1554139436000,Closed,1554451080000,1 Other E-waste,37.32623987,-121.905929,,,190401-000362,1598362981000,1600986109000,Mattress trash,IWM-ILDM-0000052226,{82A5E0AD-CDFF-4C57-93C7-E342567FA5AE}
625,1458160860000,1458074520000,WO-0000007952,626,2874,2874,5,,Debris & Illegal Dumping,1458135660000,Closed,1458049320000,,37.343897,-121.825418,,,,1598363230000,1600986109000,CS Leeward Dr - refrigerator,IWM-ILDM-0000002874,{8F889428-25C1-4BE7-B218-5986B6D5C26F}
626,1636474800000,1636474980000,WO-0000470433,627,122697,122697,7,,Debris & Illegal Dumping,1636446000000,Closed,1636446180000,"2 Refrigerator , 2 Washer/Dryer, ",37.334813,-121.850398,,,,1633863667000,1636484469000,2 fridge 2 washers,IWM-ILDM-0000122697,{E8D3C58B-C228-4162-9DE9-2EEB97DAE1EB}
627,1593459408000,,WO-0000351019,628,86963,86963,6,565035,Debris & Illegal Dumping,1593434208000,Closed,,,37.31594767,-121.9135948,,,200629-000327,1598363380000,1600986109000,On ramp to 280 North from Meridian Ave,IWM-ILDM-0000086963,{45563127-07D9-4777-BFB9-0375827E3C97}
628,1658012816000,1658246820000,WO-0000519307,629,137202,137202,3,1046912,Debris & Illegal Dumping,1657987616000,Closed,1658221620000,,37.3500774,-121.8863215,,,220716-000266,1655676091000,1658293294000,Empire at 11th. Bike lane blocked,IWM-ILDM-0000137202,{C45FF6D1-EEF4-4600-B66F-DE9C936A9804}
629,1611074253000,1611281640000,WO-0000394607,630,99671,99671,3,650006,Debris & Illegal Dumping,1611045453000,Closed,1611252840000,"2 Couch , 1 General Debris",37.3491691,-121.88891353,,,210119-000081,1608674495000,1611295303000,"N 9th and E St James. Barbecue, sofa, bucket.",IWM-ILDM-0000099671,{CC8027E1-4E19-44C6-8752-607E00F1DBE2}
630,1656175380000,1656175500000,WO-0000514949,631,135928,135928,3,,Debris & Illegal Dumping,1656150180000,Closed,1656150300000,,37.341114,-121.881546,,,,1653566479000,1656183682000,Kids furniture and patio furniture,IWM-ILDM-0000135928,{2048DC09-D16B-4FB2-860E-A58F660A9F6F}
631,1538581020000,1538760720000,WO-0000160801,632,41644,41644,8,,Debris & Illegal Dumping,1538555820000,Closed,1538735520000,,37.321154,-121.818159,,,,1598362399000,1600986109000,mattress and brown couches,IWM-ILDM-0000041644,{553FB80B-2A7B-4329-89DF-7477557F30C9}
632,1603134240000,1603208220000,WO-0000375765,633,94611,94611,4,,Debris & Illegal Dumping,1603109040000,Closed,1603183020000,3 Garbage,37.394146,-121.838065,,,,1600592500000,1603209702000,Garbage left on street on Noble between Mira Vista & Grossmont,IWM-ILDM-0000094611,{09FA5CC8-9FEF-451B-B6B4-3E79BE09209B}
633,1562962500000,1562962680000,WO-0000242490,634,59495,59495,3,,Debris & Illegal Dumping,1562937300000,Closed,1562937480000,2 Universal Waste,37.336337,-121.885247,,,,1598362447000,1600986109000,Black bag,IWM-ILDM-0000059495,{6F899ADE-30DC-46A4-9AB5-AB37CC99840B}
634,1597697704000,1597711020000,WO-0000361926,635,90562,90562,7,587758,Debris & Illegal Dumping,1597672504000,Closed,1597685820000,,37.32593421,-121.84086277,,,200817-000347,1598363242000,1600986109000,Fridges and washing machine,IWM-ILDM-0000090562,{9F627514-D160-4A04-B6DD-8258E9B328BA}
635,1585334680000,1585335600000,WO-0000326069,636,78507,78507,7,504254,Debris & Illegal Dumping,1585309480000,Closed,1585310400000,,37.30919274,-121.82376858,,,200327-000210,1598362513000,1600986109000,"Trash dumped on sidewalk, back side of Windmill Spring Elemenatary Scchool and Park",IWM-ILDM-0000078507,{128E41D6-D9A1-4BE2-8C16-495934BFEC4F}
636,1463498160000,1463609940000,WO-0000011986,637,4637,4637,5,,Debris & Illegal Dumping,1463472960000,Closed,1463584740000,,37.375712,-121.827194,,,,1598363134000,1600986109000,"1 shopping cart full of trash, card board etc.",IWM-ILDM-0000004637,{4958570A-37A3-4065-A279-62B306D5A6E1}
637,1518192313000,1518450420000,WO-0000094203,638,26360,26360,3,119050,Debris & Illegal Dumping,1518163513000,Closed,1518421620000,1 Mattress,37.31640244,-121.87963867,,,180209-000037,1598362951000,1600986109000,Mattress dumped,IWM-ILDM-0000026360,{AECA8237-C890-496C-88BB-53C0374E9FE6}
638,1486567560000,1486570671000,WO-0000028536,639,11319,11319,7,,Debris & Illegal Dumping,1486538760000,Closed,1486541871000,3 Couch,37.314934,-121.849173,,,,1598363299000,1600986109000,c/s Needles Dr- at school- 3 couches-,IWM-ILDM-0000011319,{5C30D968-5E97-49B6-A643-FED0FCA29DA3}
639,1557682114000,1557773040000,WO-0000222336,640,55158,55158,4,328322,Debris & Illegal Dumping,1557656914000,Closed,1557747840000,,37.38776779,-121.84882355,,,190512-000053,1598362404000,1600986109000,"Concrete, dirt, pvc pipes",IWM-ILDM-0000055158,{AA122062-1A5C-4152-B5B5-99383A9F36B8}
640,1519139880000,1519408440000,WO-0000096948,641,27040,27040,3,,Debris & Illegal Dumping,1519111080000,Closed,1519379640000,,37.323852,-121.865685,,,,1598362371000,1600986109000,mattresses stacked up at corner,IWM-ILDM-0000027040,{91FD6D5D-207E-4CE6-963E-F8DF6B32F1F0}
